username,tweet,location,followers_count
umichsoftball,"We stand with our colleagues at @Umich, @umichmedicine and America's leading research universities as they take the fight to COVID-19 in our labs and hospitals.  #ProudToBeOnTheirTeam #GoBlue https://t.co/klTAffETz5","Ann Arbor, Michigan",64298
KTULNews,"When should businesses reopen? When should coronavirus restrictions, like the stay-at-home orders, be lifted?

https://t.co/PrzKXQRWdf","Tulsa, OK",89124
16WAPTNews,"Mother who had coronavirus finally cradles her baby girl after giving birth while in a coma https://t.co/gOokI8sNLm","Jackson, MS",100903
WXII,"NCDHHS: Death toll would be 'worse' if the state hadn't taken aggressive steps to slow virus https://t.co/Z252Zw2oei","Piedmont Triad, NC",126100
Local4News,"Novi’s Suburban Collection Showplace to begin accepting coronavirus (COVID-19) patients https://t.co/VnzoCh1hhE","Detroit, MI",411372
cov_Gretchen,"My Freedom.
My Choice.

TURN OFF MSM",TN,51978
Queerty,"Texas husbands die within two days of one another from COVID-19 - https://t.co/RFWFoxe6Rr https://t.co/5UV1fMjwIx","The WWW",131590
IUBloomington,"We're so proud of our Hoosiers &amp; America’s leading research universities as they take the fight to COVID-19 in our labs and hospitals. #ProudToBeOnTheirTeam https://t.co/14PInBUmrz","Bloomington, IN",218953
StylistMagazine,"Covid-19 is having an alarming effect on reproductive rights around the world – including in the UK: https://t.co/Sr6mONNoQO https://t.co/qyaZBigwei","London, UK",683600
CTmagazine,"Whenever the COVID-19 crisis ends, we will need homes for a different kind of victim: the additional children entering foster care over the coming weeks and months https://t.co/TYdhWlI22h","Carol Stream, IL",346889
WTOC11,"#WATCH: Governor Brian Kemp is set to address Georgians on the spread of COVID-19 across the state. https://t.co/TFBCNsABHp","Savannah, GA",65016
USATODAY,"A loaf pan for all that bread you’re baking, and 20 other tools that make quarantined cooking easier. https://t.co/HebnK97IaB","USA TODAY HQ, McLean, Va.",4072693
DinaEllithorpe,"Trump allies beg Bill Barr to take action against states for imposing coronavirus restrictions https://t.co/3P2gpD2fQn","Chicago, IL",64202
SputnikInt,"#BREAKING | US stocks plunge 500+ points amid unprecedented oil price crash https://t.co/geZxQlKVTS

#SputnikBreaking https://t.co/CvulIHglCx",NULL,320772
BBCEngland,"Coronavirus: Jaguar Land Rover furloughs half of workforce https://t.co/lSSCdv4gMH",NULL,112646
MissEllieMae,"UK government responding to coronavirus https://t.co/0ngA7lZ9Yw","Hackney, London",57861
Tuko_co_ke,"The doctors were supposed to wed on Saturday, April 11 but cancelled it because of the coronavirus pandemic

They finally exchanged marital vows at the hospital they work in, albeit through Zoom
#tukonews #CoronavirusPandemic 
https://t.co/jfdsVYaOp4","Nairobi, Kenya",102762
Coach_Hopkins,"I stand with my colleagues at @UW and America’s leading research universities as they take the fight to Covid-19 in our labs and hospitals.  #ProudToBeOnTheirTeam","Seattle, WA",128708
TexasMBB,"We stand with our colleagues at @UTAustin and America’s leading research universities as they take the fight to Covid-19 in our labs and hospitals. #ProudToBeOnTheirTeam https://t.co/HqwdB52PJW","Austin, Texas",88549
BryanDawsonUSA,"Well, 29% of Louisiana Republicans blamed Obama for the botched Hurricane Katrina response, so there’s that.

Trump, the great manipulator, knows how to manipulate his poorly educated.","E PLURIBUS UNUM",84532
LeftSentThis,"When Kareem Abdul Jabbar was speaking about focusing on, “making sure the aide goes to the right place at the right time,” he’s talking about anti-Black resource inequality during the COVID-19 crisis, and how it disproportionately is devastating to the Black community. https://t.co/FZI4C9xeAL","R I C H M O N D | C A ",59091
careersingov,"We have an unprecedented #opportunity right now to hit pause and reexamine everything about the way we work, including our teams. @Cheri_Torres shares a few tips on how to reinvent your teams during this pandemic. #leadership #teamwork #HR #culture https://t.co/ZxYokBRKpF","Los Angeles, CA",107197
LifeNewsHQ,"GREAT NEWS!

Planned Parenthood Abortion Business Closes 5,633 Centers Worldwide During Coronavirus Pandemic 

Babies are being saved from abortion!

https://t.co/eIi1Ntw6Nm",USA,243576
HYPEBEAST,"Secondhand fashion has been affected by the coronavirus outbreak, here's how some of these retailers have been bouncing back.
Photo: Eddie Lee/HYPEBEAST

Learn more: https://t.co/X3cmGKOlNb https://t.co/VnNnW2vgSH",NULL,708007
WBRZ,"LIVE: Governor holding daily virus news briefing; Watch on WBRZ Ch 2, WBRZ Plus &amp; Facebook Live now

&gt;&gt;&gt; STREAMING LIVE: https://t.co/DvOAqifYN7","Baton Rouge, La.",101635
DCist,"Virginia Governor Ralph Northam says he's getting "mixed messages" from the White House as the commonwealth works to scale up coronavirus testing. https://t.co/FlHU7uHsAC https://t.co/jB6mtgagNm","Washington, D.C.",343123
gatewaypundit,"Omar Introduces Bill to Cancel Rent, Mortgage Payments During Coronavirus Crisis https://t.co/PHQCLwhz96 via @gatewaypundit","St. Louis, Missouri",239385
DukeU,"We stand with our colleagues here at Duke and America’s leading research universities as they take the fight to COVID-19 in our labs and hospitals

https://t.co/wHEDGwz7p7

#ProudToBeOnTheirTeam https://t.co/ge90A7CpvZ","Durham, N.C.",85724
MailSport,"PETE JENSON: Coronavirus has saved hapless Barcelona president Josep Bartomeu from a summer election https://t.co/7nVbiPrj3n",NULL,404205
cbs46,"Gov. Kemp holds press conference on coronavirus in Georgia. WATCH LIVE HERE: https://t.co/ECNDdUu4IP https://t.co/tfPq8S0eTQ","Atlanta, Ga.",90735
TalentCulture,"Working remote is perhaps the biggest change in the way business is done that the world has ever seen. But as the COVID-19 pandemic spreads, it is fast becoming the new normal. via @tminahan @citrix https://t.co/hFE4hirp4U #workfromhome #futureofwork https://t.co/x8SLGsMoOW","Cambridge, MA",81090
cheddar,"Demonstrators gathered outside the Pennsylvania State Capitol Monday to protest statewide stay-at-home orders amid the coronavirus pandemic. https://t.co/tYuf0LnZoB","New York, NY",251057
MSNBC,".@clairecmc says President Trump is “maniacally” trying to reopen the US amid the coronavirus pandemic because “he always thought his reelection depended on the strength of the economy.”
https://t.co/tYV0h4xvQV",NULL,3253093
BlockClubCHI,"Coronavirus patients are occupying 40% of ICU hospital beds in Illinois: "You have saved thousands of lives," Gov. Pritzker says.
But 59 people died from COVID-19 in the state in the last 24 hours. Cases are still rising even "if that rise is slowing down" https://t.co/di1UQWMuzj https://t.co/YcnHnAJn6Q","Chicago, Illinois",115299
ConceptualJames,"Lol yes we can, and hopefully we do.","Knoxville, TN",50196
LisaBritton,"“Having my husband take such amazing care of me, I was able to say to myself, you don’t always have to be this self-reliant, super-independent woman. Let him love you. Let him take care of you.” @BrookeBCNN on what she learned during her time battling coronavirus.","Los Angeles",50688
hartfordcourant,"Watch live: Gov. Lamont provides an update on Connecticut's coronavirus response https://t.co/4iVZGroII7","Hartford, Connecticut",163456
slashfilm,"'The Sandman' Netflix Series is on Hold Due to the Coronavirus, But the Entire First Season is Written https://t.co/7y5kozHc7k https://t.co/1drAw8pJ1z","West Hollywood, CA",191277
DoveMed,"In Politics And Pandemics, Trolls Use Fear, Anger To Drive Clicks. https://t.co/nSYW4BX9tS #coronavirus #covid19 https://t.co/AdON0VVtkE","San Francisco",52748
IndianaUniv,"We support our Hoosiers &amp; America’s leading research universities as they take the fight to COVID-19 in our labs and hospitals. #ProudToBeOnTheirTeam https://t.co/vOPTkonrWS",Indiana,77210
Nicochan33,"Coronavirus crisis gives an opportunity for AI to shine #ArtificialIntelligence #ux  https://t.co/9zcLunkJFd",France,75092
KTLA,"Live: L.A. County providing latest on COVID-19 pandemic https://t.co/GM4NX5qWN7","Los Angeles, CA",805169
NigeriaNewsdesk,"Oil price plunges below $5 as coronavirus hits global economy https://t.co/k2HVM0S9Wn",NULL,1655324
michaeldweiss,""27 percent of those killed by COVID-19 to date have been African American, more than twice their share of the population." https://t.co/VZPYR0R3sl","New York, NY",129693
MarshallProj,"In prisons and jails across the deep south, a region with some of the highest incarceration rates in the world, the pandemic is threatening to overwhelm chronically underfunded, understaffed and significantly overpopulated facilities. 

More at @guardian. https://t.co/SzwKRb6rZK","New York, NY",89328
MarshallProj,"In prisons and jails across the deep south, a region with some of the highest incarceration rates in the world, the pandemic is threatening to overwhelm chronically underfunded, understaffed and significantly overpopulated facilities. 

More at @guardian. https://t.co/SzwKRb6rZK","New York, NY",89328
blackenterprise,"How to Build Your Own Brand and Secure Your Bag During the Coronavirus Crisis https://t.co/5xbohlNKYj","Madison Avenue, NYC",294596
CBSDenver,"#COCannabisCares: Colorado's Cannabis Industry Announces Coronavirus Relief Effort On 4/20 https://t.co/rkmoOTPIJi","Denver, Colorado",211937
true_pundit,"Pelosi Trashes President Trump, Calls Him ‘Weak Leader,’ Says Coronavirus Reponse A ‘Failure’ https://t.co/ttQT6Ybbtp","Philadelphia, PA",120482
Thomas1774Paine,"Pelosi Trashes President Trump, Calls Him ‘Weak Leader,’ Says Coronavirus Reponse A ‘Failure’ https://t.co/RHAvPXxENx","Muckraker at TruePundit.com",259475
LANow,"PHOTOS: Nurses on the frontline in the fight against COVID-19 https://t.co/j8V0BJf2TS","Los Angeles, CA",520166
Red_Web_Design,"Are you looking for ways to improve your SEO? 

Want to ensure your business will survive the Coronavirus crisis?

https://t.co/7HPBO6hICW","United Kingdom",146148
gatewaypundit,"STUNNING! Pelosi Bragged on MSNBC on How Democrats Killed Crucial Funding to Small Businesses During Coronavirus Crisis (VIDEO) https://t.co/ExiJKJyrkO via @gatewaypundit","St. Louis, Missouri",239385
UMichFootball,""I stand with my colleagues at @UMich, @umichmedicine and America's leading research universities as they take the fight to COVID-19 in our labs and hospitals." - @CoachJim4UM   

#ProudToBeOnTheirTeam #GoBlue https://t.co/QMWHCrCHk4","Ann Arbor, Michigan",882824
WorldBankLive,"#Coronavirus will have a devastating impact on those who depend on remittance payments from family overseas. @DilipRatha joins us live here on Twitter on April 23 to discuss some ideas that could help the poorest and most vulnerable. Post your questions, here! https://t.co/Yc2BfbyJlb",NULL,136791
SafetyPinDaily,"Journalism must be saved before coronavirus deals the press a killer blow | Via Guardian https://t.co/8BiqUDCIge",NULL,141501
abc13houston,"Coronavirus symptom map: Mark Zuckerberg says Facebook users can help researchers forecast COVID-19 activity https://t.co/EuY5unkmbw https://t.co/sWefZr3lkf","Houston, TX",780876
BusinessDayNg,"Staying safe during Covid-19 lockdown 

#Stayathome

https://t.co/SrEU0aiUwB","Lagos - Abuja, Nigeria",52626
SafetyPinDaily,"How Trump lost the public on coronavirus | By Chris Cillizza https://t.co/2lcfk8GVJP",NULL,141501
TheNatlInterest,"The last thing we should be doing is using the #coronavirus as an excuse to roll back what little regulatory oversight currently exists to protect our health and environment, argues Fran Ulmer. https://t.co/p0wKfrOoSP","Washington, DC",60820
davidicke,"UK announces 449 more coronavirus deaths - the fewest for a fortnight as leading expert argues Britain's crisis peaked BEFORE lockdown and claims fatality rate could be as low as 0.1% You don't say https://t.co/w0oMiJmvKD","Isle of Wight, England",279035
ReutersIndia,"United Airlines sees $2.1 billion loss as coronavirus hits LatAm growth hopes, seeks more federal aid https://t.co/BfjvdOLOCr https://t.co/PwV0sz2Lez","New Delhi",557516
CongressmanRaja,"I am proud to serve on @OversightDems and to use my role as Chairman of the Subcommittee on Economic and Consumer Policy to help provide the accountability and oversight that’s essential to serving our constituents, during this crisis, and always. https://t.co/o40UtMh0ni","Schaumburg, IL",61005
RFERL,"Rights defenders in Kazakhstan say the government is using restrictions imposed to slow the coronavirus outbreak to crack down on dissent. https://t.co/9yDWqRULje","Washington, Prague, & more",91565
PCMag,"COVID-19 Isn't Stopping Verizon's 5G Rollout https://t.co/wYhJ4C7JPb https://t.co/5IwJmYYGy3","New York, NY",383202
JamesARay,"Many are concerned in today’s world.

There is an infectious disease caused by a newly discovered coronavirus.

There is tremendous social unrest.

The world economy is in shambles and the national debt continues to rise. https://t.co/XRc2OgrLoG","Henderson, NV",114925
CBSSacramento,"With Many National Parks Closed Over Coronavirus, Animal Residents Are Getting A Break https://t.co/mV7pqEdDuO https://t.co/Vd7DYGUhTY","Sacramento, CA",127418
foodandwater,"It's time. We're calling for the immediate shutdown of ALL slaughterhouses where Coronavirus has appeared with continued pay for workers. 

 https://t.co/9StPnANDif","Headquartered in D.C.",74547
TriangleBIZJrnl,"While the world battles the COVID-19 pandemic, a drugmaker with a massive presence in North Carolina is looking for recovered COVID-19 patients to donate plasma toward the cause – and if successful, will mass-produce a treatment in Johnston County. https://t.co/Bg6jwMNu77","Raleigh, N.C.",78100
fairfaxcounty,"Video: Health Department’s COVID-19 Contact Investigations Call Center https://t.co/S203waGVTB https://t.co/D7ZsImhSk6","Fairfax, VA",257013
jonathanchait,"Excellent dismantling of @RepDanCrenshaw's attempt to rewrite the history of Trump's botched coronavirus response https://t.co/OOzYzrCOGh","Washington, D.C.",185270
KHONnews,"WATCH LIVE: Senate Special Committee on COVID-19 holds Monday briefing

https://t.co/GFRhkGM69t","Honolulu, Hawaii",118484
CountyofLA,"L.A. County officials deliver COVID-19 updates (April 20, 2020) https://t.co/AkI9a21BIF","Los Angeles County",74508
cbs46,"LIVE: Governor Kemp coronavirus press conference https://t.co/jRt0BTxfkm","Atlanta, Ga.",90741
wef,"Coronavirus: America hasn't used this little energy in 16 years https://t.co/UqkacKqbDE  #coronavirus #USA https://t.co/zcUrfBkcBo","Geneva, Switzerland",3744661
CodyAlan,"Matthew McConaughey Makes The Perfect Coronavirus-Fighting Cowboy In PSA https://t.co/phaz0bVYVH","Nashville, Tennessee, USA",244229
TheIowaHawkeyes,"We stand with our colleagues at @uiowa and America’s leading research universities as they take the fight to Covid-19 in our labs and hospitals. | #ProudToBeOnTheirTeam https://t.co/Eih0Z4JE5p","Iowa City, Iowa",274921
VancouverSun,"Canada has yet to collect data, but experts say living in poverty means being unable to follow public health guidelines. — via @healthing_ca 

https://t.co/HJKOLprboT","Vancouver, B.C. Canada",251631
tulsaworld,"Bruce Plante cartoon: Oklahoma Gov. Stitt and coronavirus (click link for full image): https://t.co/5HscEjXhhd https://t.co/UyuteqTlSk","Tulsa, Okla.",116449
postlocal,"Meet Maryland’s Yumi Hogan, who helped Gov. Larry Hogan buy coronavirus tests from South Korea https://t.co/jNbvLFIZBP","Washington, D.C.",141657
LToddWood,"This blue-state panel of Left-wing thought leaders including 45 economists, social scientists, lawyers and ethicists say that the nation needs to be running 20 million (20,000,000) COVID-19 tests per day(!) before the citizens can get back to work.

https://t.co/9Q0Y1I4fdg",NYC/DC/Europe,87460
MitchLandrieu,"“Yes, the pandemic reminded Americans that they were all still bound together. But it also began revealing, day by day, how dangerously far apart they’d become.”
https://t.co/9chmY6nZpJ","New Orleans, LA",75063
SHOUTmyBook,"An Amazing book - This novel moves quickly as agents are always a step behind Olan. You will find most of the same characters in all three books, which gives this a well developed story line. #scifi @kylekeyes4h ttps://www.amazon.com/dp/0986437433/ https://t.co/BGGrTcFqu1",NULL,94835
latimesent,"A bittersweet reminder, in a time of coronavirus, of the emotional pull of record stores and vinyl https://t.co/wLKPYWun4Y","Los Angeles, CA",170946
GovCanHealth,"April 20: For the latest data on how the #COVID19 outbreak is evolving in Canada, visit our interactive COVID-19 Situational Dashboard for Canada: https://t.co/kWJMUd2sO2 https://t.co/5g5lpKJtB9",Canada,309807
MissEllieMae,"UK government responding to coronavirus https://t.co/aSVMeNYiN2","Hackney, London",57861
wbz,"62 Veteran Deaths Reported At Holyoke Soldiers Home During Coronavirus Outbreak https://t.co/PRPUPf5XWk",Boston,194736
NBCNewYork,"Once the immediate crush of COVID-19 cases subsides, epidemiologists say a "post-peak" purgatory lies ahead until a vaccine can be discovered and disseminated. https://t.co/MmX0RtOQow","New York, NY",312733
680NEWS,"Coronavirus ‘Ask Me Anything’ with Dr. Eileen de Villa: Get answers about #COVID19 from Toronto's top doctor, @epdevilla on Wed., April 22, 12:30 p.m., LIVE on our website. Submit questions with #COVIDanswers or in the chat window in the article below
https://t.co/phWmFrZG8j",Toronto,362217
660NEWS,"ICYMI: The University of Calgary has created a team to look at what is known and unknown about the coronavirus and the risk of transmission between people and their furry companions.
https://t.co/ebPudHsHgQ https://t.co/UOIrnGpvHa",Calgary,80624
12thMan,"Coach Fisher stands with his colleagues @TAMU and America’s leading research universities as they take the fight to Covid-19 in our labs and hospitals. 

#ProudToBeOnTheirTeam https://t.co/gGmijLbIBg","College Station, Texas",123486
dev_discourse,"FACTBOX-Latest on the spread of the coronavirus around the world https://t.co/KxYTyRjm5d","National Capital Region",79125
AggieFootball,"Coach Fisher stands with his colleagues @TAMU and America’s leading research universities as they take the fight to Covid-19 in our labs and hospitals. 

#ProudToBeOnTheirTeam https://t.co/S3ieU5obsj","College Station, Texas",246977
trtworld,"Turkey aims to introduce an international certification process to ensure tourist sites are safe to visit once the pandemic eases
https://t.co/TfHYzEXkV2",NULL,316791
CityNews,"Coronavirus ‘Ask Me Anything’ with Dr. Eileen de Villa: Get answers about #COVID19 from Toronto's top doctor, @epdevilla on Wed., April 22, 12:30 p.m., LIVE on our website. Submit questions here with #COVIDanswers or in the chat window in the article below https://t.co/6EGTZuReLW","Toronto, Ontario",615958
cabq,"In preparation for the expected surge in COVID-19 patients, UNM Health, Presbyterian, &amp; Lovelace Health Systems have developed processes for safely &amp; effectively disinfecting PPE, including disposable N-95 respirators &amp; other hard to find equipment. https://t.co/93byEZpsp3","Albuquerque, New Mexico",88230
foe_us,"Despite science showing a link between air pollution and coronavirus death rates, Trump's admin declined to tighten regulations on industrial pollution.

This policy contradicts EPA's own scientific report which calls for a tougher standard....

https://t.co/4JQ76MJgxt","Washington, D.C.",175653
TheRoot,"Taraji P. Henson’s Boris Lawrence Henson Foundation is providing mental health support to underserved communities as the country works through the COVID-19 pandemic: https://t.co/39EIKQbQAw https://t.co/MXNkVTszu3","New York, NY",545954
lapublichealth,"USC-LA County Study: Early Results of Antibody Testing Suggest Number of #COVID-19 Infections Far Exceeds Number of Confirmed Cases in Los Angeles County. Visit https://t.co/ykORK5zq65 for more https://t.co/2Yw6mZ6D5j","Los Angeles, California",54509
TravelNoire,"There are quite a few expats in #Africa who have decided to stay on the continent instead of returning to the U.S. due to the #COVID19 pandemic.  https://t.co/WoQBs0HiEg",worldwide,53192
iab,"TOMORROW AT 2PM ET: Sir @martinsorrell believes COVID-19 is an unprecedented crisis that will accelerate the digital revolution. Tune into #IABTHERE to hear his predictions for a bullish Q4, what operations will be disrupted, &amp; how businesses can survive. https://t.co/VLr7MTj8ye https://t.co/pIB5oUJ4Rz","New York",104616
Timothy_Hughes,"Tips for Selling Products &amp; Services During The COVID19 Pandemic (via Passle) by @Timothy_Hughes https://t.co/HS1ed1Dl6m @DLAIgnite #socialselling #digitalselling #sales #salestips #salesleader #salestips #outbound #salescoaching #prospecting #covid_19 #Coronavirus #newnormal https://t.co/23HThbmSr2","America Europe Australia Asia",190460
MinorityHealth,"Employers: @CDCgov recommends additional precautions in workplaces carrying out critical functions to protect workers and communities.Your #COVID19 toolkit should include pre-screening, regular monitoring, wearing masks, social distance, &amp; disinfection: https://t.co/48oXgYWJac https://t.co/7BSp9VWpJw","Washington, D.C.",68704
ThePressofAC,"Coronavirus cases in Camden have surged by 2,925% in less than three weeks

https://t.co/VCdhlJQYvs","Atlantic City, New Jersey",145492
9NEWS,"Feds to track, publicly share info on nursing home COVID-19 outbreaks https://t.co/PsbkhSQxIs","Denver, Colorado",446602
JournalNow,"Videos: Florida shop owner selling face masks made of python skin, and other coronavirus stories
https://t.co/c1timvJ3rx","Winston-Salem, N.C.",56679
fox8news,"Protesters were back outside the Ohio Statehouse on Monday, urging Gov. Mike DeWine to reopen the state’s economy. https://t.co/FHuWj1e2Lf",Cleveland,239642
FortuneMagazine,"Trump and Congress "very close" to a deal to boost small business loans, hospitals, and coronavirus testing. https://t.co/KqVQhd0Sgh","New York",2275771
Military1Source,"Financial assistance is available to service members and their families that have been impacted by the #COVID19 pandemic. Learn more about military aid societies: https://t.co/IMVbVnnPzk. https://t.co/kNL7LsDQM3",800-342-9647,56169
RockTheVote,"Even at home, the fight continues.
#RockTheVote #StayAtHome

https://t.co/9PfM0LmI0n","Washington, DC",87975
newscientist,"Conditions like chronic fatigue syndrome have been linked to viral infections, so it’s possible that the covid-19 virus may go on to trigger similar conditions https://t.co/v7HuTHJ4vz https://t.co/uJllza2J7V",Worldwide,3645522
StarAdvertiser,"WATCH LIVE: Dr. Darragh O’Carroll and Gov. David Ige join today’s COVID-19 Care Conversation at 10:30 a.m. Go to https://t.co/CqCsjdCseS to take part in a live Q&amp;A regarding the coronavirus pandemic in Hawaii. #staradvertiser #coronavirus https://t.co/wp9m8PQrDV","Honolulu, Hawaii",79104
syracusedotcom,"Coronavirus lockdowns coincide with rise in poisonings from cleaning products https://t.co/z7wW9teKc4","Syracuse, NY",91712
Coach_Fleck,"I stand with my colleagues at @UMNews and America’s leading research universities as they take the fight to COVID-19 in our labs and hospitals!! #ProudToBeOnTheirTeam #RTB #HYPRR #SkiUMah https://t.co/76tSCcKzjC","Minneapolis, MN",133756
mental_floss,"Can you name the famous novels that have been re-titled in the style of a Harry Potter novel? https://t.co/olua1GnGiy","New York",745857
ntvuganda,"COVID-19 PANDEMIC: Understanding the national task-force’s mandate #NTVNews 

https://t.co/c98whoItrP https://t.co/9S27mSUIXP","Kampala, Uganda",947167
mcleod,"‘Delusional’: Governors Reject Trump and Pence’s Claims on Virus Testing https://t.co/a7QwqN03xh Republican lies kill during a pandemic. #bloodontheirhands #trumpvirus #coronavirus #covid19 @realDonaldTrump #trump @GOP #gop #maga #election2020 #voteblue2020 #rememberinnovember https://t.co/KEpBmaP4S3","Lafayette, CO",54009
Diplomat_APAC,"The Secret to Vietnam’s COVID-19 Response Success https://t.co/a3VXeMSuw9","Tokyo, Japan",153633
ifindkarma,"Many Americans still believe that kids are immune to #COVID19.

Skylar Herbert was FIVE YEARS OLD when she died from coronavirus. RIP Skylar. We will not forget you.

https://t.co/nPnN9k1dIZ https://t.co/zb7u3yMCbf","Silicon Valley",198960
SecretarySonny,"I'll be live with @TeamCavuto on @FoxNews at 4:15pm ET to talk about @USDA's Coronavirus Food Assistance Program to help America's farmers, ranchers and consumers - tune in!",NULL,77832
JordanUhl,"Grotesque and inhumane. Over 40% of inmates at this prison have coronavirus.

https://t.co/JFqPkidF8c","Washington, D.C.",209434
CityofReno,"The Regional Information Center will host another Virtual Town Hall on Friday, April 24, 2020 at 1 p.m. Local experts will answer the community's COVID-19 public safety questions. 

Do you have a question for them? 

Submit your questions at: https://t.co/cw6fMxR3nb https://t.co/sKORCFlQJe","Reno, Nevada",50642
WJBF,"#LIVE | South Carolina Gov. Henry McMaster and state public health officials will hold a COVID-19 briefing this afternoon. https://t.co/mC7lUxvQp4","Augusta, Georgia",55742
adafruit,"Fast Company Covers the Maker Mentality and Coronavirus Response https://t.co/O0cYEnZV5B","New York, NY - USA",173657
KDKA,"OUTBREAK AT PLANT: A massive pork processing plant in southwestern Minnesota is temporarily shutting down because of a Coronavirus outbreak among workers. https://t.co/op9CkgzHHn","Pittsburgh, PA",187510
statesman,"The number of coronavirus-related fatalities in Texas nearly reached 500 Monday https://t.co/C9m3Fn0zjz","Austin, Texas",305830
iHeartCountry,".@ericchurch has shared an encouraging message of hope with fans amid the coronavirus pandemic. ✨https://t.co/VrhYsccEF5",NULL,59212
newsone,"MAGA Thugs Protest Stay-At-Home Order As Black People Keep Dying From COVID-19

Over the weekend, protests erupted across the country over stay-at-home orders due to the coronavirus pandemic. https://t.co/xcgSsNmhKD","New York, NY",67213
FOX17,"Police sirens and the sounds of honking filled his Grand Rapids neighborhood on Saturday afternoon for a surprise birthday parade. Just a year ago, Peter was in the fight for his life. https://t.co/jCdNfTGMXv","West Michigan",72547
WKRG,"ICYMI: The “Know Your Rights” campaign focuses on food, shelter relief, education, personal protective equipment and incarcerated populations to help slow the spread of the virus and provide the resources needed. https://t.co/z5FUVGym2F","Mobile Al Pensacola Fl",77240
AmericanIndian8,"Bear Clan feeding upwards of 350 people per day during COVID-19 https://t.co/C5THSKPyDi 
#INDIGENOUS #TAIRP 
@bearclanmb @CTV","American Indians & Friends",92180
clips4sale,"The Clip4Sale Legal Zone #11 Special COVID-19 Edition is starting now! Click this link to see how you can join this important webinar - https://t.co/zzFpoOxVWB #COVID19 #C4S RT https://t.co/JMesBXr0ie","United States",97010
IndyFootball,"Scientist says theory Liverpool vs Atletico Madrid helped spread coronavirus is 'interesting hypothesis' 

https://t.co/P0z1XdUBKW","United Kingdom",98800
jacobinmag,"With millions of people out of work, many have proclaimed that the time is now for an Unconditional Basic Income. But this safety net won’t be enough unless we take on the biggest problem we face: an economic model based on high rents and personal debts.  https://t.co/YMTxcjRgIO","New York City",273065
allinwithchris,"How many people have had coronavirus with no symptoms? https://t.co/1vPIqwh5iT",NULL,356409
SPIN,"Join @TheNational's "An Exciting Communal Event" today at 5pm ET/2pm PT https://t.co/9PoFQDkVE3","New York, NY",483917
OnlyInBOS,"The City of Boston has launched a website with a map of all COVID-19 testing sites in the city.

Testing is free regardless of insurance or immigration status.

All sites require you to call ahead for pre-screening and to schedule an appointment: https://t.co/7FtDIFZ5aM https://t.co/SvPoN0V0ux","Boston, MA",547988
KHOU,"Texas man donates five bags of plasma after recovering from coronavirus https://t.co/JWPFGvMclz #KHOU","Houston, TX",724181
FiveThirtyEight,"Can the media prevent coronavirus misinformation? https://t.co/dBFMmozSRE","New York, NY",1125939
AFP,"#UPDATE France is the fourth country to record more than 20,000 deaths from the novel #coronavirus, following the United States -- by far the worst affected worldwide -- Italy and Spain

https://t.co/dZepp94LuR",France,1850086
GMA,"Even though the coronavirus delayed his return home, one new father was right on time to witness the birth of his daughter, thanks to FaceTime.
https://t.co/2foWgdqKCL","New York, NY",3720935
ANCALERTS,"LOOK: Residents mill about outside their homes in spite of the enhanced community quarantine in effect to combat the spread of COVID-19 in Sampaloc, Manila on Monday. https://t.co/qcwsl4o22t",Philippines,4919773
gmanews,"DOST unveils SMS reporting platform for COVID-19 symptoms https://t.co/gvv3rE4YPU",Philippines,5670663
dawn_com,"BREAKING: In a jump, #Punjab reports 474 new coronavirus cases, 3 more deaths

Follow our live updates on #coronavirus here: https://t.co/vY4fVgAjuk",Pakistan,981339
NadineDorries,"We haven’t rewritten history at all. We quite simply just quoted your own tweet.",NULL,92066
GlobalEdmonton,"Global News Morning anchor @ChalmersErin is isolating at home while waiting for her COVID-19 test results. She joined @KentMGlobal live from her home Monday morning to explain the process of being tested. 
#yeg #covid19ab https://t.co/Pa7mX8uQTk","Edmonton, AB",213924
eartheats,"Dairy farmers are struggling amid COVID-19 restrictions. @WFIUNews @BrockEWTurner","Bloomington, Indiana",369440
normanswan,"Today’s Coronacast! 'When might Australia reach zero coronavirus cases?' with the ABC listen app https://t.co/BihwQ9xIao",NULL,76111
JJTabane,"Mashele: in the African continent - South Africa, Botswana, Kenya and Rwanda have shown good leadership with their respective approach in dealing with the COVID-19 pandemic. Early lockdown in these countries was definitely a good decision #PrinceMasheleOnYourView @Newzroom405",Sandton,115006
KathyLLogan,"COVID-19 is an acronym that stands for CORONAVIRUS disease of 2019. Does @realdonaldTrump not remember he was elected in 2016? Good grief.","Lexington, KY",221360
JoeTalkShow,"Hey @MiamiHerald, does @fabiolasantiago still  have a job after hoping conservatives and republicans die from #coronavirus?  Is this who you are? https://t.co/iGzHZLlARy","San Antonio, TX",88283
PeterMerlinCane,"States that require you to wear a mask in public:
https://t.co/4Mq30OYYF5
Connecticut, Hawaii, Maryland, Rhode Island, New York, New Jersey, Pennsylvania...
#COVID19 #COVIDー19 #coronavirus","Toronto, Ontario",127173
TomthunkitsMind,"China's health authorities have admitted that people may contract the new, pneumonia-causing #coronavirus by inhaling small virus-containing particles floating in the air, or so-called aerosol infection.
VIA COVID_19NEWS 01
#FBR","Atlanta, GA",70096
